league,name,href,value
LaLiga,Sevilla FC,https://www.transfermarkt.com/sevilla-fc/kader/verein/368/saison_id/2024,174100000
LaLiga,UD Las Palmas,https://www.transfermarkt.com/ud-las-palmas/kader/verein/472/saison_id/2024,112600000
LaLiga,CA Osasuna,https://www.transfermarkt.com/ca-osasuna/kader/verein/331/saison_id/2024,112400000
LaLiga,RCD Mallorca,https://www.transfermarkt.com/rcd-mallorca/kader/verein/237/saison_id/2024,89700000
LaLiga,Deportivo Alavés,https://www.transfermarkt.com/deportivo-alaves/kader/verein/1108/saison_id/2024,87700000
LaLiga,Celta de Vigo,https://www.transfermarkt.com/celta-de-vigo/kader/verein/940/saison_id/2024,86600000
LaLiga,RCD Espanyol Barcelona,https://www.transfermarkt.com/rcd-espanyol-barcelona/kader/verein/714/saison_id/2024,79300000
LaLiga,Getafe CF,https://www.transfermarkt.com/getafe-cf/kader/verein/3709/saison_id/2024,74000000
LaLiga,Rayo Vallecano,https://www.transfermarkt.com/rayo-vallecano/kader/verein/367/saison_id/2024,71300000
LaLiga,CD Leganés,https://www.transfermarkt.com/cd-leganes/kader/verein/1244/saison_id/2024,56330000
LaLiga,Real Valladolid CF,https://www.transfermarkt.com/real-valladolid-cf/kader/verein/366/saison_id/2024,44200000
Serie A,Inter Milan,https://www.transfermarkt.com/inter-milan/kader/verein/46/saison_id/2024,677300000
Serie A,Juventus FC,https://www.transfermarkt.com/juventus-fc/kader/verein/506/saison_id/2024,594200000
Serie A,AC Milan,https://www.transfermarkt.com/ac-milan/kader/verein/5/saison_id/2024,562000000
Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bc/kader/verein/800/saison_id/2024,447600000
Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-napoli/kader/verein/6195/saison_id/2024,429030000
Serie A,AS Roma,https://www.transfermarkt.com/as-roma/kader/verein/12/saison_id/2024,332500000
Serie A,Bologna FC 1909,https://www.transfermarkt.com/bologna-fc-1909/kader/verein/1025/saison_id/2024,276800000
Serie A,ACF Fiorentina,https://www.transfermarkt.com/acf-fiorentina/kader/verein/430/saison_id/2024,258300000
Serie A,SS Lazio,https://www.transfermarkt.com/ss-lazio/kader/verein/398/saison_id/2024,236350000
Serie A,Torino FC,https://www.transfermarkt.com/torino-fc/kader/verein/416/saison_id/2024,172030000
Serie A,Genoa CFC,https://www.transfermarkt.com/genoa-cfc/kader/verein/252/saison_id/2024,144400000
Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/kader/verein/410/saison_id/2024,128180000
Serie A,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/kader/verein/130/saison_id/2024,125100000
Serie A,Como 1907,https://www.transfermarkt.com/como-1907/kader/verein/1047/saison_id/2024,100550000
Serie A,AC Monza,https://www.transfermarkt.com/ac-monza/kader/verein/2919/saison_id/2024,92680000
Serie A,US Lecce,https://www.transfermarkt.com/us-lecce/kader/verein/1005/saison_id/2024,92200000
Serie A,Hellas Verona,https://www.transfermarkt.com/hellas-verona/kader/verein/276/saison_id/2024,88430000
Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/kader/verein/1390/saison_id/2024,70350000
Serie A,FC Empoli,https://www.transfermarkt.com/fc-empoli/kader/verein/749/saison_id/2024,68830000
Serie A,Venezia FC,https://www.transfermarkt.com/venezia-fc/kader/verein/607/saison_id/2024,57780000
A Lyga,FK Zalgiris Vilnius,https://www.transfermarkt.com/fk-zalgiris-vilnius/kader/verein/602/saison_id/2023,7280000
A Lyga,FK Kauno Zalgiris,https://www.transfermarkt.com/fk-kauno-zalgiris/kader/verein/40090/saison_id/2023,6760000
A Lyga,FA Siauliai,https://www.transfermarkt.com/fa-siauliai/kader/verein/42310/saison_id/2023,6180000
A Lyga,FC Hegelmann,https://www.transfermarkt.com/fc-hegelmann/kader/verein/69752/saison_id/2023,5960000
A Lyga,FK Banga Gargzdai,https://www.transfermarkt.com/fk-banga-gargzdai/kader/verein/23559/saison_id/2023,5130000
A Lyga,FK Suduva Marijampole,https://www.transfermarkt.com/fk-suduva-marijampole/kader/verein/8047/saison_id/2023,4700000
A Lyga,FK Panevezys,https://www.transfermarkt.com/fk-panevezys/kader/verein/49149/saison_id/2023,4530000
A Lyga,DFK Dainava Alytus,https://www.transfermarkt.com/dfk-dainava-alytus/kader/verein/30739/saison_id/2023,4500000
A Lyga,FK TransINVEST,https://www.transfermarkt.com/fk-transinvest/kader/verein/98841/saison_id/2023,4150000
A Lyga,FC Dziugas Telsiai,https://www.transfermarkt.com/fc-dziugas-telsiai/kader/verein/28740/saison_id/2023,3930000
Premiership,Larne FC,https://www.transfermarkt.com/larne-fc/kader/verein/3461/saison_id/2024,3850000
Premiership,Linfield FC,https://www.transfermarkt.com/linfield-fc/kader/verein/3471/saison_id/2024,2890000
Premiership,Cliftonville FC,https://www.transfermarkt.com/cliftonville-fc/kader/verein/1251/saison_id/2024,2320000
Premiership,Glentoran FC,https://www.transfermarkt.com/glentoran-fc/kader/verein/9026/saison_id/2024,2140000
Premiership,Loughgall FC,https://www.transfermarkt.com/loughgall-fc/kader/verein/21825/saison_id/2024,2089999
Premiership,Carrick Rangers FC,https://www.transfermarkt.com/carrick-rangers-fc/kader/verein/8714/saison_id/2024,1960000
Premiership,Crusaders FC,https://www.transfermarkt.com/crusaders-fc/kader/verein/21532/saison_id/2024,1910000
Premiership,Dungannon Swifts FC,https://www.transfermarkt.com/dungannon-swifts-fc/kader/verein/21515/saison_id/2024,1750000
Premiership,Ballymena United FC,https://www.transfermarkt.com/ballymena-united-fc/kader/verein/15244/saison_id/2024,1630000
Premiership,Glenavon FC,https://www.transfermarkt.com/glenavon-fc/kader/verein/3463/saison_id/2024,1440000
Premiership,Coleraine FC,https://www.transfermarkt.com/coleraine-fc/kader/verein/3831/saison_id/2024,1410000
Premiership,Portadown FC,https://www.transfermarkt.com/portadown-fc/kader/verein/5594/saison_id/2024,745000
Vysheyshaya Liga,Dinamo Minsk,https://www.transfermarkt.com/dinamo-minsk/kader/verein/1180/saison_id/2023,7180000
Vysheyshaya Liga,Torpedo-BelAZ Zhodino,https://www.transfermarkt.com/torpedo-belaz-zhodino/kader/verein/7964/saison_id/2023,5950000
Vysheyshaya Liga,Neman Grodno,https://www.transfermarkt.com/neman-grodno/kader/verein/14178/saison_id/2023,5180000
Vysheyshaya Liga,Dynamo Brest,https://www.transfermarkt.com/dynamo-brest/kader/verein/6131/saison_id/2023,4480000
Vysheyshaya Liga,BATE Borisov,https://www.transfermarkt.com/bate-borisov/kader/verein/713/saison_id/2023,3850000
Vysheyshaya Liga,Isloch Minsk Region,https://www.transfermarkt.com/isloch-minsk-region/kader/verein/36755/saison_id/2023,3630000
Vysheyshaya Liga,FC Gomel,https://www.transfermarkt.com/fc-gomel/kader/verein/10694/saison_id/2023,3500000
Vysheyshaya Liga,Slavia Mozyr,https://www.transfermarkt.com/slavia-mozyr/kader/verein/6423/saison_id/2023,3400000
Vysheyshaya Liga,FC Vitebsk,https://www.transfermarkt.com/fc-vitebsk/kader/verein/17959/saison_id/2023,3330000
Vysheyshaya Liga,Shakhter Soligorsk,https://www.transfermarkt.com/shakhter-soligorsk/kader/verein/10695/saison_id/2023,2800000
Vysheyshaya Liga,Arsenal Dzerzhinsk,https://www.transfermarkt.com/arsenal-dzerzhinsk/kader/verein/72822/saison_id/2023,2630000
Vysheyshaya Liga,Naftan Novopolotsk,https://www.transfermarkt.com/naftan-novopolotsk/kader/verein/8563/saison_id/2023,2580000
Vysheyshaya Liga,FC Minsk,https://www.transfermarkt.com/fc-minsk/kader/verein/23664/saison_id/2023,2480000
Vysheyshaya Liga,FC Smorgon,https://www.transfermarkt.com/fc-smorgon/kader/verein/17224/saison_id/2023,2380000
Vysheyshaya Liga,FC Slutsk,https://www.transfermarkt.com/fc-slutsk/kader/verein/27238/saison_id/2023,2280000
Vysheyshaya Liga,Dnepr Mogilev,https://www.transfermarkt.com/dnepr-mogilev/kader/verein/4394/saison_id/2023,2250000
Liga Portugal,Sporting CP,https://www.transfermarkt.com/sporting-cp/kader/verein/336/saison_id/2024,443500000
Liga Portugal,FC Porto,https://www.transfermarkt.com/fc-porto/kader/verein/720/saison_id/2024,351750000
Liga Portugal,SL Benfica,https://www.transfermarkt.com/sl-benfica/kader/verein/294/saison_id/2024,335500000
Liga Portugal,SC Braga,https://www.transfermarkt.com/sc-braga/kader/verein/1075/saison_id/2024,127450000
Liga Portugal,FC Famalicão,https://www.transfermarkt.com/fc-famalicao/kader/verein/3329/saison_id/2024,50400000
Liga Portugal,Vitória Guimarães SC,https://www.transfermarkt.com/vitoria-guimaraes-sc/kader/verein/2420/saison_id/2024,47780000
Liga Portugal,FC Arouca,https://www.transfermarkt.com/fc-arouca/kader/verein/8024/saison_id/2024,35400000
Liga Portugal,Rio Ave FC,https://www.transfermarkt.com/rio-ave-fc/kader/verein/2425/saison_id/2024,31700000
Liga Portugal,Moreirense FC,https://www.transfermarkt.com/moreirense-fc/kader/verein/979/saison_id/2024,25950000
Liga Portugal,Gil Vicente FC,https://www.transfermarkt.com/gil-vicente-fc/kader/verein/2424/saison_id/2024,23230000
Liga Portugal,Estoril Praia,https://www.transfermarkt.com/estoril-praia/kader/verein/1465/saison_id/2024,23050000
Liga Portugal,Casa Pia AC,https://www.transfermarkt.com/casa-pia-ac/kader/verein/3268/saison_id/2024,20230000
Liga Portugal,SC Farense,https://www.transfermarkt.com/sc-farense/kader/verein/4294/saison_id/2024,18980000
Liga Portugal,Avs Futebol,https://www.transfermarkt.com/avs-futebol/kader/verein/110302/saison_id/2024,18400000
Liga Portugal,CF Estrela Amadora,https://www.transfermarkt.com/cf-estrela-amadora/kader/verein/2431/saison_id/2024,16000000
Liga Portugal,CD Nacional,https://www.transfermarkt.com/cd-nacional/kader/verein/982/saison_id/2024,15680000
Liga Portugal,Boavista FC,https://www.transfermarkt.com/boavista-fc/kader/verein/2503/saison_id/2024,15600000
Liga Portugal,CD Santa Clara,https://www.transfermarkt.com/cd-santa-clara/kader/verein/2423/saison_id/2024,15350000
Süper Lig,Galatasaray,https://www.transfermarkt.com/galatasaray/kader/verein/141/saison_id/2024,262050000
Süper Lig,Fenerbahce,https://www.transfermarkt.com/fenerbahce/kader/verein/36/saison_id/2024,226130000
Süper Lig,Besiktas JK,https://www.transfermarkt.com/besiktas-jk/kader/verein/114/saison_id/2024,139480000
Süper Lig,Trabzonspor,https://www.transfermarkt.com/trabzonspor/kader/verein/449/saison_id/2024,105150000
Süper Lig,Basaksehir FK,https://www.transfermarkt.com/basaksehir-fk/kader/verein/6890/saison_id/2024,48430000
Süper Lig,Caykur Rizespor,https://www.transfermarkt.com/caykur-rizespor/kader/verein/126/saison_id/2024,36450000
Süper Lig,Göztepe,https://www.transfermarkt.com/goztepe/kader/verein/1467/saison_id/2024,36050000
Süper Lig,Eyüpspor,https://www.transfermarkt.com/eyupspor/kader/verein/7160/saison_id/2024,29650000
Süper Lig,Kasimpasa,https://www.transfermarkt.com/kasimpasa/kader/verein/10484/saison_id/2024,29300000
Süper Lig,Samsunspor,https://www.transfermarkt.com/samsunspor/kader/verein/152/saison_id/2024,29280000
Süper Lig,Antalyaspor,https://www.transfermarkt.com/antalyaspor/kader/verein/589/saison_id/2024,27480000
Süper Lig,Alanyaspor,https://www.transfermarkt.com/alanyaspor/kader/verein/11282/saison_id/2024,24130000
Süper Lig,Konyaspor,https://www.transfermarkt.com/konyaspor/kader/verein/2293/saison_id/2024,23750000
Süper Lig,Sivasspor,https://www.transfermarkt.com/sivasspor/kader/verein/2381/saison_id/2024,23630000
Süper Lig,Kayserispor,https://www.transfermarkt.com/kayserispor/kader/verein/3205/saison_id/2024,23280000
Süper Lig,Hatayspor,https://www.transfermarkt.com/hatayspor/kader/verein/7775/saison_id/2024,22130000
Süper Lig,Gaziantep FK,https://www.transfermarkt.com/gaziantep-fk/kader/verein/2832/saison_id/2024,21780000
Süper Lig,Bodrum FK,https://www.transfermarkt.com/bodrum-fk/kader/verein/44006/saison_id/2024,20900000
Süper Lig,Adana Demirspor,https://www.transfermarkt.com/adana-demirspor/kader/verein/3840/saison_id/2024,18130000
Jupiler Pro League,Club Brugge KV,https://www.transfermarkt.com/club-brugge-kv/kader/verein/2282/saison_id/2024,149600000
Jupiler Pro League,RSC Anderlecht,https://www.transfermarkt.com/rsc-anderlecht/kader/verein/58/saison_id/2024,110400000
Jupiler Pro League,KRC Genk,https://www.transfermarkt.com/krc-genk/kader/verein/1184/saison_id/2024,95300000
Jupiler Pro League,Union Saint-Gilloise,https://www.transfermarkt.com/union-saint-gilloise/kader/verein/3948/saison_id/2024,82000000
Jupiler Pro League,KAA Gent,https://www.transfermarkt.com/kaa-gent/kader/verein/157/saison_id/2024,68050000
Jupiler Pro League,Royal Antwerp FC,https://www.transfermarkt.com/royal-antwerp-fc/kader/verein/1096/saison_id/2024,65000000
Jupiler Pro League,Standard Liège,https://www.transfermarkt.com/standard-liege/kader/verein/3057/saison_id/2024,57350000
Jupiler Pro League,Cercle Brugge,https://www.transfermarkt.com/cercle-brugge/kader/verein/520/saison_id/2024,56750000
Jupiler Pro League,KVC Westerlo,https://www.transfermarkt.com/kvc-westerlo/kader/verein/968/saison_id/2024,47650000
Jupiler Pro League,Oud-Heverlee Leuven,https://www.transfermarkt.com/oud-heverlee-leuven/kader/verein/2727/saison_id/2024,35100000
Jupiler Pro League,R Charleroi SC,https://www.transfermarkt.com/r-charleroi-sc/kader/verein/172/saison_id/2024,34980000
Jupiler Pro League,KV Mechelen,https://www.transfermarkt.com/kv-mechelen/kader/verein/354/saison_id/2024,29300000
Jupiler Pro League,KV Kortrijk,https://www.transfermarkt.com/kv-kortrijk/kader/verein/601/saison_id/2024,28800000
Jupiler Pro League,Sint-Truidense VV,https://www.transfermarkt.com/sint-truidense-vv/kader/verein/475/saison_id/2024,25600000
Jupiler Pro League,Beerschot VA,https://www.transfermarkt.com/beerschot-va/kader/verein/41274/saison_id/2024,19330000
Jupiler Pro League,FCV Dender EH,https://www.transfermarkt.com/fcv-dender-eh/kader/verein/9010/saison_id/2024,16430000
Eredivisie,PSV Eindhoven,https://www.transfermarkt.com/psv-eindhoven/kader/verein/383/saison_id/2024,338350000
Eredivisie,Feyenoord Rotterdam,https://www.transfermarkt.com/feyenoord-rotterdam/kader/verein/234/saison_id/2024,295350000
Eredivisie,Ajax Amsterdam,https://www.transfermarkt.com/ajax-amsterdam/kader/verein/610/saison_id/2024,222050000
Eredivisie,Twente Enschede FC,https://www.transfermarkt.com/twente-enschede-fc/kader/verein/317/saison_id/2024,76830000
Eredivisie,AZ Alkmaar,https://www.transfermarkt.com/az-alkmaar/kader/verein/1090/saison_id/2024,73550000
Eredivisie,FC Utrecht,https://www.transfermarkt.com/fc-utrecht/kader/verein/200/saison_id/2024,45250000
Eredivisie,Sparta Rotterdam,https://www.transfermarkt.com/sparta-rotterdam/kader/verein/468/saison_id/2024,41330000
Eredivisie,NEC Nijmegen,https://www.transfermarkt.com/nec-nijmegen/kader/verein/467/saison_id/2024,38280000
Eredivisie,SC Heerenveen,https://www.transfermarkt.com/sc-heerenveen/kader/verein/306/saison_id/2024,33430000
Eredivisie,PEC Zwolle,https://www.transfermarkt.com/pec-zwolle/kader/verein/1269/saison_id/2024,23280000
Eredivisie,Fortuna Sittard,https://www.transfermarkt.com/fortuna-sittard/kader/verein/385/saison_id/2024,22650000
Eredivisie,Go Ahead Eagles,https://www.transfermarkt.com/go-ahead-eagles/kader/verein/1435/saison_id/2024,21180000
Eredivisie,NAC Breda,https://www.transfermarkt.com/nac-breda/kader/verein/132/saison_id/2024,18280000
Eredivisie,Heracles Almelo,https://www.transfermarkt.com/heracles-almelo/kader/verein/1304/saison_id/2024,17950000
Eredivisie,FC Groningen,https://www.transfermarkt.com/fc-groningen/kader/verein/202/saison_id/2024,15750000
Eredivisie,Almere City FC,https://www.transfermarkt.com/almere-city-fc/kader/verein/723/saison_id/2024,15480000
Eredivisie,Willem II Tilburg,https://www.transfermarkt.com/willem-ii-tilburg/kader/verein/403/saison_id/2024,14300000
Eredivisie,RKC Waalwijk,https://www.transfermarkt.com/rkc-waalwijk/kader/verein/235/saison_id/2024,10680000
Super League 1,Panathinaikos FC,https://www.transfermarkt.com/panathinaikos-fc/kader/verein/265/saison_id/2024,107680000
Super League 1,Olympiacos Piraeus,https://www.transfermarkt.com/olympiacos-piraeus/kader/verein/683/saison_id/2024,105650000
Super League 1,PAOK Thessaloniki,https://www.transfermarkt.com/paok-thessaloniki/kader/verein/1091/saison_id/2024,94900000
Super League 1,AEK Athens,https://www.transfermarkt.com/aek-athens/kader/verein/2441/saison_id/2024,83380000
Super League 1,Aris Thessaloniki,https://www.transfermarkt.com/aris-thessaloniki/kader/verein/605/saison_id/2024,34750000
Super League 1,OFI Crete FC,https://www.transfermarkt.com/ofi-crete-fc/kader/verein/653/saison_id/2024,14050000
Super League 1,Panserraikos,https://www.transfermarkt.com/panserraikos/kader/verein/3385/saison_id/2024,12400000
Super League 1,Panetolikos GFS,https://www.transfermarkt.com/panetolikos-gfs/kader/verein/6418/saison_id/2024,10930000
Super League 1,Asteras Aktor,https://www.transfermarkt.com/asteras-aktor/kader/verein/6676/saison_id/2024,10230000
Super League 1,Atromitos Athens,https://www.transfermarkt.com/atromitos-athens/kader/verein/3060/saison_id/2024,9680000
Super League 1,Volos NPS,https://www.transfermarkt.com/volos-nps/kader/verein/60949/saison_id/2024,9300000
Super League 1,Athens Kallithea,https://www.transfermarkt.com/athens-kallithea/kader/verein/3062/saison_id/2024,7900000
Super League 1,PAS Lamia 1964,https://www.transfermarkt.com/pas-lamia-1964/kader/verein/3999/saison_id/2024,7600000
Super League 1,APO Levadiakos,https://www.transfermarkt.com/apo-levadiakos/kader/verein/2672/saison_id/2024,7400000
Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/paris-saint-germain/kader/verein/583/saison_id/2024,892500000
Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/kader/verein/162/saison_id/2024,358200000
Ligue 1,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/kader/verein/244/saison_id/2024,305300000
Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/kader/verein/1082/saison_id/2024,263750000
Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/kader/verein/1041/saison_id/2024,239950000
Ligue 1,OGC Nice,https://www.transfermarkt.com/ogc-nice/kader/verein/417/saison_id/2024,214500000
Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/stade-rennais-fc/kader/verein/273/saison_id/2024,203250000
Ligue 1,RC Strasbourg Alsace,https://www.transfermarkt.com/rc-strasbourg-alsace/kader/verein/667/saison_id/2024,182300000
Ligue 1,RC Lens,https://www.transfermarkt.com/rc-lens/kader/verein/826/saison_id/2024,177600000
Ligue 1,Stade Reims,https://www.transfermarkt.com/stade-reims/kader/verein/1421/saison_id/2024,127700000
Ligue 1,Stade Brestois 29,https://www.transfermarkt.com/stade-brestois-29/kader/verein/3911/saison_id/2024,120900000
Ligue 1,FC Nantes,https://www.transfermarkt.com/fc-nantes/kader/verein/995/saison_id/2024,99900000
Ligue 1,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/kader/verein/969/saison_id/2024,92750000
Ligue 1,FC Toulouse,https://www.transfermarkt.com/fc-toulouse/kader/verein/415/saison_id/2024,82150000
Ligue 1,Le Havre AC,https://www.transfermarkt.com/le-havre-ac/kader/verein/738/saison_id/2024,70450000
Ligue 1,AJ Auxerre,https://www.transfermarkt.com/aj-auxerre/kader/verein/290/saison_id/2024,56250000
Ligue 1,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/kader/verein/618/saison_id/2024,55750000
Ligue 1,Angers SCO,https://www.transfermarkt.com/angers-sco/kader/verein/1420/saison_id/2024,34700000
BGL Ligue,Swift Hesperange,https://www.transfermarkt.com/swift-hesperange/kader/verein/9284/saison_id/2024,3190000
BGL Ligue,FC Progrès Niederkorn,https://www.transfermarkt.com/fc-progres-niederkorn/kader/verein/12346/saison_id/2024,2690000
BGL Ligue,FC Differdange 03,https://www.transfermarkt.com/fc-differdange-03/kader/verein/11914/saison_id/2024,2570000
BGL Ligue,US Mondorf-Les-Bains,https://www.transfermarkt.com/us-mondorf-les-bains/kader/verein/21274/saison_id/2024,2280000
BGL Ligue,FC UNA Strassen,https://www.transfermarkt.com/fc-una-strassen/kader/verein/21835/saison_id/2024,2110000
BGL Ligue,F91 Dudelange,https://www.transfermarkt.com/f91-dudelange/kader/verein/853/saison_id/2024,2089999
BGL Ligue,FC Wiltz 71,https://www.transfermarkt.com/fc-wiltz-71/kader/verein/3905/saison_id/2024,1680000
BGL Ligue,Union Titus Petange,https://www.transfermarkt.com/union-titus-petange/kader/verein/48712/saison_id/2024,1510000
BGL Ligue,FC Victoria Rosport,https://www.transfermarkt.com/fc-victoria-rosport/kader/verein/2660/saison_id/2024,1430000
BGL Ligue,Racing FC Union Luxembourg,https://www.transfermarkt.com/racing-fc-union-luxembourg/kader/verein/13467/saison_id/2024,1380000
BGL Ligue,Jeunesse Esch,https://www.transfermarkt.com/jeunesse-esch/kader/verein/1257/saison_id/2024,1300000
BGL Ligue,FC Mondercange,https://www.transfermarkt.com/fc-mondercange/kader/verein/21438/saison_id/2024,1050000
BGL Ligue,US Hostert,https://www.transfermarkt.com/us-hostert/kader/verein/21645/saison_id/2024,770000
BGL Ligue,FC Rodange 91,https://www.transfermarkt.com/fc-rodange-91/kader/verein/21803/saison_id/2024,470000
BGL Ligue,SC Bettembourg,https://www.transfermarkt.com/sc-bettembourg/kader/verein/29561/saison_id/2024,405000
BGL Ligue,CS Fola Esch,https://www.transfermarkt.com/cs-fola-esch/kader/verein/11976/saison_id/2024,380000
Super League,BSC Young Boys,https://www.transfermarkt.com/bsc-young-boys/kader/verein/452/saison_id/2024,65500000
Super League,FC Basel 1893,https://www.transfermarkt.com/fc-basel-1893/kader/verein/26/saison_id/2024,47100000
Super League,FC Lugano,https://www.transfermarkt.com/fc-lugano/kader/verein/2790/saison_id/2024,38800000
Super League,FC Lausanne-Sport,https://www.transfermarkt.com/fc-lausanne-sport/kader/verein/527/saison_id/2024,36300000
Super League,FC Luzern,https://www.transfermarkt.com/fc-luzern/kader/verein/434/saison_id/2024,29300000
Super League,FC St. Gallen 1879,https://www.transfermarkt.com/fc-st-gallen-1879/kader/verein/257/saison_id/2024,26850000
Super League,Servette FC,https://www.transfermarkt.com/servette-fc/kader/verein/61/saison_id/2024,26500000
Super League,FC Zürich,https://www.transfermarkt.com/fc-zurich/kader/verein/260/saison_id/2024,26000000
Super League,Yverdon Sport FC,https://www.transfermarkt.com/yverdon-sport-fc/kader/verein/322/saison_id/2024,25200000
Super League,Grasshopper Club Zurich,https://www.transfermarkt.com/grasshopper-club-zurich/kader/verein/504/saison_id/2024,24180000
Super League,FC Sion,https://www.transfermarkt.com/fc-sion/kader/verein/321/saison_id/2024,18050000
Super League,FC Winterthur,https://www.transfermarkt.com/fc-winterthur/kader/verein/242/saison_id/2024,14800000
Chance Liga,SK Slavia Prague,https://www.transfermarkt.com/sk-slavia-prague/kader/verein/62/saison_id/2024,100150000
Chance Liga,AC Sparta Prague,https://www.transfermarkt.com/ac-sparta-prague/kader/verein/197/saison_id/2024,84950000
Chance Liga,FC Viktoria Plzen,https://www.transfermarkt.com/fc-viktoria-plzen/kader/verein/941/saison_id/2024,41200000
Chance Liga,FC Banik Ostrava,https://www.transfermarkt.com/fc-banik-ostrava/kader/verein/377/saison_id/2024,17500000
Chance Liga,FK Mlada Boleslav,https://www.transfermarkt.com/fk-mlada-boleslav/kader/verein/5546/saison_id/2024,12380000
Chance Liga,FC Slovan Liberec,https://www.transfermarkt.com/fc-slovan-liberec/kader/verein/697/saison_id/2024,11450000
Chance Liga,FC Hradec Kralove,https://www.transfermarkt.com/fc-hradec-kralove/kader/verein/1897/saison_id/2024,10730000
Chance Liga,FK Teplice,https://www.transfermarkt.com/fk-teplice/kader/verein/814/saison_id/2024,10100000
Chance Liga,SK Sigma Olomouc,https://www.transfermarkt.com/sk-sigma-olomouc/kader/verein/2311/saison_id/2024,9800000
Chance Liga,1.FC Slovacko,https://www.transfermarkt.com/1-fc-slovacko/kader/verein/5544/saison_id/2024,8830000
Chance Liga,FK Jablonec,https://www.transfermarkt.com/fk-jablonec/kader/verein/1322/saison_id/2024,8630000
Chance Liga,MFK Karvina,https://www.transfermarkt.com/mfk-karvina/kader/verein/13726/saison_id/2024,8080000
Chance Liga,FK Pardubice,https://www.transfermarkt.com/fk-pardubice/kader/verein/1496/saison_id/2024,7000000
Chance Liga,Bohemians Prague 1905,https://www.transfermarkt.com/bohemians-prague-1905/kader/verein/715/saison_id/2024,6650000
Chance Liga,FK Dukla Prague,https://www.transfermarkt.com/fk-dukla-prague/kader/verein/450/saison_id/2024,5000000
Chance Liga,SK Dynamo Ceske Budejovice,https://www.transfermarkt.com/sk-dynamo-ceske-budejovice/kader/verein/1321/saison_id/2024,4800000
Premier Liga,Zenit St. Petersburg,https://www.transfermarkt.com/zenit-st-petersburg/kader/verein/964/saison_id/2024,181200000
Premier Liga,Spartak Moscow,https://www.transfermarkt.com/spartak-moscow/kader/verein/232/saison_id/2024,103250000
Premier Liga,Dynamo Moscow,https://www.transfermarkt.com/dynamo-moscow/kader/verein/121/saison_id/2024,94900000
Premier Liga,FC Krasnodar,https://www.transfermarkt.com/fc-krasnodar/kader/verein/16704/saison_id/2024,87900000
Premier Liga,Lokomotiv Moscow,https://www.transfermarkt.com/lokomotiv-moscow/kader/verein/932/saison_id/2024,83030000
Premier Liga,CSKA Moscow,https://www.transfermarkt.com/cska-moscow/kader/verein/2410/saison_id/2024,77450000
Premier Liga,FC Rostov,https://www.transfermarkt.com/fc-rostov/kader/verein/1083/saison_id/2024,55430000
Premier Liga,Krylya Sovetov Samara,https://www.transfermarkt.com/krylya-sovetov-samara/kader/verein/2696/saison_id/2024,49650000
Premier Liga,Rubin Kazan,https://www.transfermarkt.com/rubin-kazan/kader/verein/2698/saison_id/2024,33500000
Premier Liga,Akhmat Grozny,https://www.transfermarkt.com/akhmat-grozny/kader/verein/3725/saison_id/2024,28300000
Premier Liga,FC Orenburg,https://www.transfermarkt.com/fc-orenburg/kader/verein/14589/saison_id/2024,25650000
Premier Liga,FC Khimki,https://www.transfermarkt.com/fc-khimki/kader/verein/3719/saison_id/2024,24150000
Premier Liga,FC Pari Nizhniy Novgorod,https://www.transfermarkt.com/fc-pari-nizhniy-novgorod/kader/verein/49702/saison_id/2024,19730000
Premier Liga,Akron Togliatti,https://www.transfermarkt.com/akron-togliatti/kader/verein/71985/saison_id/2024,19650000
Premier Liga,Dinamo Makhachkala,https://www.transfermarkt.com/dinamo-makhachkala/kader/verein/75231/saison_id/2024,16180000
Premier Liga,Fakel Voronezh,https://www.transfermarkt.com/fakel-voronezh/kader/verein/1124/saison_id/2024,13200000
Premiership,Celtic FC,https://www.transfermarkt.com/celtic-fc/kader/verein/371/saison_id/2024,133229999
Premiership,Rangers FC,https://www.transfermarkt.com/rangers-fc/kader/verein/124/saison_id/2024,80650000
Premiership,Heart of Midlothian FC,https://www.transfermarkt.com/heart-of-midlothian-fc/kader/verein/43/saison_id/2024,19050000
Premiership,Aberdeen FC,https://www.transfermarkt.com/aberdeen-fc/kader/verein/370/saison_id/2024,18050000
Premiership,Hibernian FC,https://www.transfermarkt.com/hibernian-fc/kader/verein/903/saison_id/2024,14550000
Premiership,Motherwell FC,https://www.transfermarkt.com/motherwell-fc/kader/verein/987/saison_id/2024,12650000
Premiership,Kilmarnock FC,https://www.transfermarkt.com/kilmarnock-fc/kader/verein/2553/saison_id/2024,9750000
